name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
The Blake 3rd Floor D,Centrum-Oost,52.364329999999995,4.87973,Entire home/apt,114,7,21,1.39,17,216
Lovely • Bright • Luxurious • Apartment • Garden,Oud-Oost,52.35338,4.91699,Entire home/apt,130,2,5,0.34,1,223
Duplex 90m2 fully furnished with rooftop,Westerpark,52.38198,4.86822,Entire home/apt,150,3,2,0.13,1,0
Cozy Studio in Centre of Amsterdam,Centrum-West,52.375029999999995,4.88736,Private room,85,3,74,4.78,2,87
2 kamer appartement Amsterdam-Noord incl. fietsen,Noord-West,52.40893,4.92442,Entire home/apt,75,2,5,0.32,1,0
Paradise,Slotervaart,52.366170000000004,4.84077,Private room,80,1,3,0.19,1,0
Romantic Studio in the Centre of Amsterdam,Centrum-West,52.3764,4.88561,Private room,90,3,78,4.99,2,134
Ts house,De Aker - Nieuw Sloten,52.34771,4.7836,Private room,81,2,4,0.28,2,0
TS ROOM 2,De Aker - Nieuw Sloten,52.34794,4.78209,Private room,80,2,9,0.59,2,0
The Home of Rest and Relaxation,Bijlmer-Oost,52.314609999999995,4.96663,Private room,50,3,19,1.5,2,81
"Beautiful, charming & authentic home in De Pijp",De Pijp - Rivierenbuurt,52.355920000000005,4.90329,Entire home/apt,135,2,19,1.39,1,27
Gorgeous view apartment near centre and Rai!,De Pijp - Rivierenbuurt,52.34495,4.90231,Entire home/apt,135,2,33,2.21,1,291
"Vintage & Vinyls, a calm street in buzzing Oost",Oud-Oost,52.35555,4.91854,Entire home/apt,135,2,9,0.61,1,124
Cosy Amsterdam room with cats,Slotervaart,52.36843,4.8345400000000005,Private room,38,6,10,0.66,1,0
Comfortable and cosy apartment in Amsterdam-east,Oostelijk Havengebied - Indische Buurt,52.36204,4.9355199999999995,Entire home/apt,90,3,6,0.45,1,1
Private Luxury Central Appartment with Garden,Oostelijk Havengebied - Indische Buurt,52.36613,4.93294,Entire home/apt,150,2,8,0.6,1,0
Cosy house in Amsterdam Noord,Oud-Noord,52.39332,4.92569,Entire home/apt,190,5,5,0.34,1,0
Super Central Stylish Canal View Apartment,Centrum-West,52.38003,4.8918099999999995,Entire home/apt,165,3,5,0.6,1,0
COZY 2 FLOOR APARTMENT - CITY CENTER - CANAL VIEW,Centrum-West,52.38167,4.8807599999999995,Entire home/apt,370,3,14,1.0,1,44
Beautiful Dutch Terrace - opposite the zoo,Centrum-Oost,52.365120000000005,4.91833,Entire home/apt,149,3,2,0.14,1,0
Cozy place in de pijp,De Pijp - Rivierenbuurt,52.35358,4.89447,Entire home/apt,100,1,2,0.13,1,0
CENTRAL Design private Apartment + lovely Garden,De Baarsjes - Oud-West,52.36308,4.86408,Entire home/apt,125,2,4,0.32,1,0
Aparment + Garden Amsterdam East 10min city centre,Oud-Oost,52.35219,4.9199,Entire home/apt,125,2,16,1.11,1,79
Modern apartment in nice upcoming neighborhood,Gaasperdam - Driemond,52.29217,4.96983,Entire home/apt,49,3,6,0.49,1,106
Luxe private bedroom for 2 persons,Oud-Oost,52.35388,4.91251,Private room,100,2,6,0.42,1,0
***Your own studio***,Bos en Lommer,52.37663,4.84455,Entire home/apt,90,1,13,0.87,1,58
Apartment near Vondelpark Amsterdam Zuid,Zuid,52.34677,4.84738,Entire home/apt,200,2,10,0.68,1,1
Second to none - 2floor apartment in historic area,Centrum-West,52.37661,4.89077,Entire home/apt,275,7,21,1.46,1,234
Wooden Mill: Mill 2 - near Vondel Park,Zuid,52.35208,4.85878,Hotel room,79,1,39,2.62,2,345
CENTRAL LOCATED IN JORDAAN/ 2BR w/FREE WIFI,Centrum-West,52.378479999999996,4.88765,Entire home/apt,180,7,2,0.19,19,283
Sunny Apartment centre/de Hallen,De Baarsjes - Oud-West,52.367,4.86561,Private room,125,2,12,0.79,1,0
Original 2 bedroom Artist's flat in Plantage,Centrum-Oost,52.366170000000004,4.91449,Entire home/apt,149,3,2,0.14,2,0
Unique and city center,Centrum-Oost,52.37188,4.90006,Private room,65,2,64,4.09,2,165
Authentic 1900 house in a residential area.,Watergraafsmeer,52.35614,4.93365,Hotel room,240,2,13,0.85,1,0
NEW! Beautiful renovated Apartment with canal view,Centrum-West,52.3728,4.875769999999999,Entire home/apt,195,2,8,0.7,9,49
A bedroom in Amsterdam Noord,Oud-Noord,52.39699,4.90476,Private room,80,2,1,0.07,2,0
Cosy apartment Jordaan,Centrum-West,52.38066,4.880240000000001,Entire home/apt,110,2,1,0.07,2,0
China Town Historic 16 century  B&B on 3 canals,Centrum-West,52.37527,4.90161,Hotel room,600,1,20,1.58,1,151
Brand new renovated apartment city centre,Centrum-Oost,52.36132,4.89501,Entire home/apt,200,5,0,,1,0
Bright & Cosy Oud-West Studio,De Baarsjes - Oud-West,52.36777,4.8724,Entire home/apt,80,2,6,0.4,1,0
Nice light room at Westerpark,Westerpark,52.38385,4.86721,Private room,75,2,8,0.53,1,0
Cosy apartment near city centre of Amsterdam,De Baarsjes - Oud-West,52.36425,4.86046,Entire home/apt,79,2,2,0.41,1,8
quartier olympic,Zuid,52.3464,4.869190000000001,Private room,250,2,2,0.14,4,85
Garden house,De Baarsjes - Oud-West,52.37454,4.86297,Private room,95,2,32,2.17,2,163
Lovely industrial loft with canal view!,De Baarsjes - Oud-West,52.36843,4.85769,Entire home/apt,250,3,5,0.36,1,0
Sunny and quiet apartment near city centre,Bos en Lommer,52.37849,4.85456,Entire home/apt,130,2,11,0.75,1,8
Iconic apartment located at the Canals,Centrum-Oost,52.36209,4.8882,Entire home/apt,239,2,13,0.85,1,0
Classy city appartement (5 min walk from canals),Centrum-West,52.375890000000005,4.8773599999999995,Entire home/apt,140,3,0,,1,0
NEW!4p Quiet and beautiful apartment in centre,Centrum-West,52.383379999999995,4.88914,Entire home/apt,450,1,11,0.91,1,192
"City Center, amazing canal views!",Centrum-Oost,52.37198,4.90873,Private room,150,1,76,5.06,1,99
City centre old characteristic hertage house,Centrum-West,52.36935,4.88065,Entire home/apt,150,1,2,0.46,2,0
Beautiful Amsterdam house,Centrum-Oost,52.36157,4.89398,Entire home/apt,97,2,46,3.27,1,55
Cosy apartment next to the Vondelpark !,De Baarsjes - Oud-West,52.35788,4.85859,Entire home/apt,160,2,3,0.24,1,21
Canal Park Studio,Centrum-West,52.37492,4.87637,Private room,150,3,38,2.74,1,341
Bright & sunny apt. in the thriving West of A'dam,Bos en Lommer,52.38016,4.848730000000001,Entire home/apt,150,3,0,,1,0
Cosy Private Gardenhouse near Vondelpark,De Baarsjes - Oud-West,52.3624,4.86702,Private room,79,2,6,0.4,1,44
Studio Apartment Room W/ Jacuzzi De Pijp Amsterdam,De Pijp - Rivierenbuurt,52.35324,4.90465,Private room,89,2,24,1.56,1,238
Light and calm oasis in the middle of the Pijp,De Pijp - Rivierenbuurt,52.35693,4.89952,Entire home/apt,157,2,10,0.79,1,0
Bright and Clean Master Bedroom,Osdorp,52.359559999999995,4.78475,Private room,50,2,3,0.2,1,0
Lovely and cozy 2 bedroom apartment near centre,De Baarsjes - Oud-West,52.3737,4.85901,Entire home/apt,275,2,4,0.31,1,0
Appartement Amsterdam East with rooftop terrace,Oostelijk Havengebied - Indische Buurt,52.36589,4.9336400000000005,Entire home/apt,100,21,0,,2,0
Stylish 70m2 apartment with rooftop terrace @ Pijp,De Pijp - Rivierenbuurt,52.35682,4.8975,Entire home/apt,240,2,9,0.6,1,0
1-person Student Room,De Aker - Nieuw Sloten,52.34812,4.7899,Private room,35,14,0,,5,108
Relax in style in a private house with garden!,Watergraafsmeer,52.34211,4.9246099999999995,Entire home/apt,250,1,2,0.15,1,96
Amazing apartment | nearby the Vondelpark & Centre,De Baarsjes - Oud-West,52.36255,4.87343,Private room,92,1,26,1.78,1,329
Tijdelijke werk- of woonruimte nodig buitenshuis?,Centrum-Oost,52.366820000000004,4.90796,Private room,110,5,55,3.79,1,151
Lovely & light home in multicultural area de Pijp!,De Pijp - Rivierenbuurt,52.35625,4.89056,Entire home/apt,175,3,3,0.21,1,0
private room with 2 double beds,De Aker - Nieuw Sloten,52.340920000000004,4.81668,Private room,325,2,1,0.1,2,364
d,Centrum-West,52.37555,4.89542,Private room,80,3,18,1.19,1,0
In Hipster Old West |  2 BR | renovated | garden,De Baarsjes - Oud-West,52.36274,4.8612,Entire home/apt,220,2,4,0.28,1,3
Spacious canal apartment in best area: Oud-West!,De Baarsjes - Oud-West,52.37062,4.868609999999999,Entire home/apt,160,3,1,0.07,1,0
Modern Warm Luxury apartment at City Center,Centrum-Oost,52.37229,4.90479,Entire home/apt,239,3,3,0.22,1,0
Mooi appartement in Amsterdam,Bos en Lommer,52.38156,4.84463,Entire home/apt,90,2,0,,1,0
Cosy apartment with garden on top location,De Baarsjes - Oud-West,52.36201,4.86331,Entire home/apt,100,6,4,0.27,1,0
Room in a cozy apartment in the heart of Amsterdam,De Baarsjes - Oud-West,52.36567,4.87215,Private room,70,3,2,0.13,2,0
Modern apartment with backyard at central location,Westerpark,52.384879999999995,4.8762,Entire home/apt,150,2,6,0.4,1,52
"b&b einstein was here, amsterdam centrum albert I",Centrum-Oost,52.36526,4.90953,Private room,165,2,4,0.33,3,145
b&b einstein was here amsterdam centrum albert II,Centrum-Oost,52.364779999999996,4.909330000000001,Private room,165,5,15,1.07,3,147
b&b einstein was here amsterdam grachtengordel,Centrum-Oost,52.36483,4.91122,Private room,330,2,2,0.27,3,0
Sleeping Above Water,Oostelijk Havengebied - Indische Buurt,52.367779999999996,4.94168,Private room,95,3,17,1.14,1,0
A light apartment 20 minutes from the City Center,Slotervaart,52.36748,4.8407,Entire home/apt,110,2,12,0.79,1,0
Spacious one bedroom apartment close to the city,Zuid,52.35123,4.8474900000000005,Entire home/apt,120,2,2,0.14,1,0
Uniek: Centrale Woning met tuin,Oud-Oost,52.35696,4.93187,Entire home/apt,200,2,10,0.65,1,11
Amazing 2 bedroom apartment @ the Jordaan Area,Centrum-West,52.376259999999995,4.8853,Entire home/apt,185,7,32,2.17,31,0
Comfortable & Modern apt behind the Amstel river,Oud-Oost,52.35727,4.91086,Entire home/apt,165,1,1,0.07,1,0
CENTRAL PRIVATE room for 4 w/ BA w/Free Wifi,Centrum-Oost,52.36218,4.8895599999999995,Hotel room,180,2,18,1.19,19,1
Appartment Quartier Olympique,Zuid,52.34538,4.86722,Private room,128,2,1,0.07,4,175
Stylish and luxurious renovated farm in Amsterdam,Noord-West,52.42225,4.8910800000000005,Entire home/apt,250,4,0,,2,0
Loft with great Amstel views,Oud-Oost,52.3549,4.91059,Private room,199,2,1,0.07,1,22
Private room in luxurious apartment,De Baarsjes - Oud-West,52.36252,4.85881,Private room,55,2,5,0.36,1,0
Private appartment nearby Amstel,De Pijp - Rivierenbuurt,52.34319,4.90971,Entire home/apt,135,1,14,0.94,1,18
Bike storage transformed into a lovely house!,Bos en Lommer,52.37335,4.8474699999999995,Entire home/apt,80,5,3,0.21,1,108
BnB Maxwell - Luxurious Amsterdam Garden house,Watergraafsmeer,52.34624,4.9291,Private room,89,3,46,3.22,1,218
Spacious house in Amsterdam. free parking,De Aker - Nieuw Sloten,52.34793,4.8015300000000005,Entire home/apt,200,2,12,0.98,1,83
Spacious bright family apartment + rooftop terrace,De Baarsjes - Oud-West,52.372409999999995,4.861219999999999,Entire home/apt,220,3,8,0.91,1,30
Ground floor apartment with garden,Westerpark,52.39048,4.87448,Entire home/apt,170,6,7,0.47,1,201
"Beautiful, bright, newly renovated apartment",Oud-Oost,52.35816,4.9224,Entire home/apt,150,3,5,0.37,1,0
Amsterdam Parque Life,Westerpark,52.38518,4.87531,Entire home/apt,380,5,7,0.48,1,5
Amazing house on perfect spot!,Centrum-West,52.37023,4.89659,Entire home/apt,375,3,9,0.6,2,331
Entire apartment in renovated cargo ship,Oostelijk Havengebied - Indische Buurt,52.376059999999995,4.9461900000000005,Entire home/apt,200,3,7,1.59,1,89
Spacious apartment with garden in Amsterdam South,De Pijp - Rivierenbuurt,52.34245,4.8958900000000005,Entire home/apt,220,2,9,1.05,1,0
Private spacious 65m2 apartment next to Oosterpark,Oud-Oost,52.36027,4.91426,Entire home/apt,145,4,2,0.18,1,0
Stylish City Apartment!,Bos en Lommer,52.37955,4.8531,Entire home/apt,110,2,7,0.48,1,0
Chic and cozy Amsterdam,De Pijp - Rivierenbuurt,52.35481,4.89227,Entire home/apt,125,1,4,0.28,1,0
Entire Home in 'de Pijp' great location in centre,De Pijp - Rivierenbuurt,52.35776,4.903519999999999,Entire home/apt,290,2,7,0.49,1,33
SPACIOUS PLACE - MUSEUM AREA,De Baarsjes - Oud-West,52.361979999999996,4.8777,Private room,195,3,23,1.57,1,63
Spacious light appartement near park and market.,Oud-Oost,52.361909999999995,4.92762,Entire home/apt,120,2,6,0.67,1,11
Bright apartment with amazing park view (max 2p),Slotervaart,52.365390000000005,4.84886,Entire home/apt,200,4,6,0.49,1,140
SPACIOUS GROUND FLOOR APARTMENT NEAR MUSEUM DISTR.,De Baarsjes - Oud-West,52.36937,4.86637,Entire home/apt,130,4,6,0.41,1,0
Appartment in city centre,Oostelijk Havengebied - Indische Buurt,52.37823,4.92973,Private room,125,3,1,0.07,1,0
"PRIVATE ROOM FOR 2 IN SPACIOUS FLAT, city is 10min",Bos en Lommer,52.37469,4.857130000000001,Private room,585,2,1,0.08,1,0
Spacious floor in Amsterdam.Breakfast&free parking,De Aker - Nieuw Sloten,52.34942,4.7755,Private room,100,1,96,6.79,1,82
Modern family apartment (110m2) near Vondelpark,Slotervaart,52.3495,4.8430800000000005,Entire home/apt,160,10,3,0.26,1,14
Trendy apartment full of art & photography,De Baarsjes - Oud-West,52.371179999999995,4.85289,Entire home/apt,150,2,15,1.04,1,82
Spacious and comfortable apartment in Jordaan area,Centrum-West,52.37936,4.8819099999999995,Entire home/apt,220,2,7,0.54,1,0
Industrial flat with large bed,Bos en Lommer,52.3823,4.8433,Entire home/apt,85,2,17,1.21,1,12
Enjoy Amsterdam Enjoy my apartment,Noord-West,52.40235,4.90935,Entire home/apt,190,2,13,0.9,1,0
2 rooms/ design bathroom/ balcony (up to 4 guests),Slotervaart,52.36294,4.8294,Private room,175,2,20,1.38,1,53
"Spacious studio, free parking & along the IJ river",IJburg - Zeeburgereiland,52.373540000000006,4.96931,Private room,90,2,35,2.44,1,151
Amsterdam Classic Sailing Ship,Oud-Noord,52.3976,4.89401,Entire home/apt,495,2,7,0.47,2,175
Spacious family house & garden (6 beds),Oud-Noord,52.39454,4.91521,Entire home/apt,215,3,9,0.74,1,33
Spacious apartment close to city centre,Bos en Lommer,52.37903,4.84812,Entire home/apt,160,2,10,0.68,1,0
"Fantastic, stylish apt + garden next to Vondelpark",De Baarsjes - Oud-West,52.36032,4.86131,Entire home/apt,145,2,6,0.42,11,0
Easy room in Oud West,De Baarsjes - Oud-West,52.37115,4.86981,Private room,49,1,19,1.28,1,0
Comfortable family house in quiet neighbourhood,IJburg - Zeeburgereiland,52.37535,4.96598,Entire home/apt,160,3,6,0.48,1,4
Villa Leah - Blue Room ( 2 person),De Aker - Nieuw Sloten,52.351209999999995,4.8204199999999995,Private room,85,1,99,6.61,2,0
"Amazing 2 layer appartment (120 m2)in “de Pijp""",De Pijp - Rivierenbuurt,52.35561,4.89958,Entire home/apt,225,2,5,0.36,1,63
Private room in appartment next to the Jordaan,Westerpark,52.37916,4.8755,Private room,90,1,39,2.62,1,0
Great new B&B at a city port,Watergraafsmeer,52.33952,4.91973,Private room,200,2,51,3.7,1,123
"Modern apartment in Amsterdam, De Pijp",De Pijp - Rivierenbuurt,52.34993,4.888240000000001,Entire home/apt,190,4,0,,1,0
Modern luxurius cozy apartment in perfect location,De Baarsjes - Oud-West,52.36865,4.87517,Entire home/apt,100,1,19,1.38,1,44
"Cozy and luxury apartment ""De Pijp"", center",De Pijp - Rivierenbuurt,52.3562,4.88971,Entire home/apt,88,8,1,0.08,2,363
Boutique apartment in a 17th century canalhouse,Centrum-West,52.37781,4.89077,Private room,210,2,20,1.36,1,141
♥ Very bright apartment in the best area ♥,De Pijp - Rivierenbuurt,52.358290000000004,4.90322,Entire home/apt,160,2,11,0.76,1,14
Cosy & clean room,De Pijp - Rivierenbuurt,52.35317,4.90165,Private room,60,1,1,0.07,2,107
Stylish & cosy apartment next to Vondelpark,Zuid,52.35255,4.8547,Entire home/apt,120,1,8,0.57,1,71
Villa Leah - Green room,De Aker - Nieuw Sloten,52.35154,4.81907,Private room,50,1,112,7.5,2,0
Studio Koggeschip Amsterdam B&B,Centrum-West,52.37621,4.89419,Entire home/apt,78,1,81,5.52,1,250
Huis aan het bos in Amsterdam,Buitenveldert - Zuidas,52.32327,4.85685,Entire home/apt,150,2,2,0.14,2,0
"Casa Calma, 3 room apartment within Amsterdam!",Bos en Lommer,52.37976,4.848409999999999,Entire home/apt,160,3,16,1.98,1,0
Family home for 2 children with roof terrace,De Pijp - Rivierenbuurt,52.34643,4.90431,Entire home/apt,360,2,0,,1,171
Water Villa in Amsterdam (2 Adults + 2 Children),Oud-Oost,52.35535,4.90672,Entire home/apt,438,2,4,0.36,2,146
Modern Amsterdam Vondelpark Apartment,De Baarsjes - Oud-West,52.36025,4.861619999999999,Entire home/apt,350,2,5,0.38,1,0
Luxurious Suite with Canal View in Heart of City,Centrum-West,52.37403,4.88969,Hotel room,200,1,2,0.2,2,177
"Amsterdam, Modern, Light, 4p,  in popular area!",De Baarsjes - Oud-West,52.37423,4.86354,Entire home/apt,250,20,0,,3,80
"Luxury Apartment with Garden, BBQ near RAI",De Pijp - Rivierenbuurt,52.34093,4.91058,Entire home/apt,250,2,0,,1,0
Javastraat 2 bedrooms,Oostelijk Havengebied - Indische Buurt,52.36401,4.93467,Entire home/apt,86,1,3,0.21,4,0
Comfortable & bright apartment with a great view,De Baarsjes - Oud-West,52.36585,4.85689,Entire home/apt,150,4,7,0.49,1,0
Cozy appartement Amsterdam,Oud-Oost,52.350640000000006,4.9149,Entire home/apt,150,1,0,,1,12
Cosy & renovated apartment in Amsterdam-East!,Oostelijk Havengebied - Indische Buurt,52.36039,4.93329,Entire home/apt,75,2,2,0.36,1,30
Tulip Apartment 2 rooms 2 baths Central Amsterdam,Centrum-West,52.38044,4.88544,Private room,250,2,12,0.92,3,165
Authentic Amsterdam West Apartment for Cat lovers,De Baarsjes - Oud-West,52.36503,4.8652,Entire home/apt,150,14,0,,1,179
Romantic Amsterdam Garden House in Ams-East,Oud-Oost,52.35528,4.92194,Private room,120,3,0,,3,0
Private cosy studio close to Amstel river,Oud-Oost,52.352270000000004,4.91147,Entire home/apt,93,3,7,0.49,1,0
"Wonderful loft, central & with amazing canal view",Centrum-West,52.37982,4.88655,Entire home/apt,300,2,9,0.68,1,8
Central Family Apartment in Amsterdam - River View,De Pijp - Rivierenbuurt,52.349070000000005,4.90929,Entire home/apt,299,3,4,0.33,1,0
Cosy apartment in Amsterdam-West,De Baarsjes - Oud-West,52.370709999999995,4.864240000000001,Entire home/apt,150,2,3,0.27,1,2
Spacious Apartment with sunny Garden,De Pijp - Rivierenbuurt,52.345290000000006,4.911630000000001,Entire home/apt,125,2,10,0.77,1,0
Luxurious & family friendly appartment,De Pijp - Rivierenbuurt,52.34657,4.89586,Entire home/apt,250,2,10,0.71,1,45
Brand new & bright modern styled apartment,De Baarsjes - Oud-West,52.36437,4.86442,Entire home/apt,90,3,10,0.8,1,164
Eco Friendly loft room in a vibrant park with breakfast,Westerpark,52.38691,4.87421,Private room,129,1,8,0.59,1,344
NEW! 2 Floor Canal Apartment,Centrum-West,52.375209999999996,4.887490000000001,Private room,119,1,47,3.33,1,346
Quiet suite new renovated on top location,Centrum-West,52.37961,4.89224,Private room,129,2,70,4.78,2,39
"Jordaan Inn, downtown studio apartment with charm!",Centrum-West,52.37655,4.8798,Private room,150,4,38,2.6,1,186
Clean and Bright Master Bedroom,Osdorp,52.35947,4.78414,Private room,55,2,2,0.14,1,0
Nice view apartment  at De Pijp.,De Pijp - Rivierenbuurt,52.35779,4.89806,Entire home/apt,200,1,2,0.14,1,0
Grand suite renovated Super center,Centrum-West,52.38129,4.89048,Private room,129,1,61,4.16,2,54
Gorgeous Canal Home. 7 min walk to CS.,Centrum-Oost,52.37265,4.90497,Entire home/apt,175,2,8,0.55,1,89
"Cozy, light, top floor apartment with roof terrace",Oud-Oost,52.35549,4.92566,Entire home/apt,98,12,5,0.36,1,60
Bright and Clean room in calm neighbourhood,Osdorp,52.35927,4.78429,Private room,55,3,5,0.34,1,0
Sunny & Cosy apartment,Oud-Oost,52.35931,4.90727,Entire home/apt,300,4,1,0.1,1,9
Small&Cosy Rm in Ams Zuid 10m to Airport door2door,Buitenveldert - Zuidas,52.33652,4.8724300000000005,Private room,47,2,47,3.27,1,71
"House at water w/ garden + 2 bikes, free parking",Noord-West,52.4069,4.90048,Entire home/apt,200,2,10,0.73,1,6
Urbanstay 4,Centrum-Oost,52.35917,4.899,Private room,274,3,24,1.66,5,0
Cozy and comfy apartment for couples.,Westerpark,52.37862,4.87018,Entire home/apt,190,1,4,0.57,1,0
Cosy & comfortable suite on coaster close 2 centre,Oostelijk Havengebied - Indische Buurt,52.37632,4.943219999999999,Private room,149,3,21,1.55,1,91
The Lux at Leidse Square First floor D,Centrum-Oost,52.36422,4.88066,Entire home/apt,200,7,24,1.72,17,247
Bed in 4 Bed Dorm Ensuite,Centrum-West,52.376740000000005,4.89624,Hotel room,1000,1,20,2.15,3,0
Private Double Ensuite,Centrum-West,52.376740000000005,4.89624,Hotel room,1000,1,11,1.66,3,0
Bed in 6 Bed Dorm Ensuite,Centrum-West,52.376740000000005,4.89624,Hotel room,1000,1,31,3.54,3,0
Bed in 10 Bed Dorm,Zuid,52.36032,4.8784,Hotel room,1000,1,140,14.38,3,1
Bed in 6 Bed Dorm,Zuid,52.36032,4.8784,Hotel room,1000,1,37,3.83,3,1
Bed in 8 Bed Dorm,Zuid,52.36032,4.8784,Hotel room,1000,1,267,28.3,3,1
Lovely Bright & Spacious apartment. 2Bedr+1grdn,Oostelijk Havengebied - Indische Buurt,52.36528,4.9363,Entire home/apt,90,7,0,,1,0
Lovely and stylish apartment on a superb location,De Baarsjes - Oud-West,52.36772,4.86788,Entire home/apt,200,2,4,0.29,1,236
Modern and trendy decorated apartment - Westerpark,Westerpark,52.391009999999994,4.87697,Entire home/apt,135,2,0,,1,0
NEW! Cosy apartment next to dam square,Centrum-West,52.373129999999996,4.88764,Private room,72,1,64,4.43,2,356
Gallery 1 Apartment,Zuid,52.35191,4.8552800000000005,Entire home/apt,500,1,14,1.01,17,219
Spacious and comfortable | Free parking! | Close to Centre,De Aker - Nieuw Sloten,52.34952,4.81583,Private room,120,1,22,1.48,1,193
Canal House in Amsterdam City Center,Centrum-Oost,52.36466,4.90773,Entire home/apt,500,1,3,0.25,1,88
Stylish Authentic A'dam Loft @ the Rijksmuseum,Centrum-Oost,52.36267,4.8846300000000005,Entire home/apt,200,3,5,0.69,1,65
Boutique Canal Suite,Centrum-West,52.36967,4.88124,Private room,350,1,3,0.22,2,186
Beautiful house at superb location!,Zuid,52.35731,4.87695,Entire home/apt,350,3,7,0.5,1,37
"Light, cozy, clean apartment near to Vondelpark",Zuid,52.3533,4.84858,Entire home/apt,105,2,4,0.28,1,0
Woning met jacuzzi - 5 min vanaf Amsterdam centrum,Oud-Noord,52.38713,4.9158599999999995,Entire home/apt,120,1,18,1.26,1,0
"Modern, ground floor, quiet, cosy city apartment",De Pijp - Rivierenbuurt,52.355340000000005,4.8993400000000005,Entire home/apt,170,3,4,0.33,1,65
Comfortable place with roofterrace near centre,De Aker - Nieuw Sloten,52.35099,4.81762,Private room,1300,2,0,,1,83
My vintage condo,Bos en Lommer,52.3828,4.85585,Entire home/apt,47,2,11,0.74,1,0
"B&B Room with Free Parking, Breakfast & Elevator",Oud-Oost,52.350590000000004,4.91416,Hotel room,74,1,40,2.8,1,3
"Amsterdam Appartement, superb centrally located",Centrum-Oost,52.36313,4.90147,Entire home/apt,150,1,10,0.69,1,0
Private studio @ best location Prinsengracht!,Centrum-Oost,52.3625,4.89193,Private room,119,3,49,3.39,1,132
"Big, Bright and Private Apartment ""Rivierenbuurt""",De Pijp - Rivierenbuurt,52.34465,4.9002099999999995,Entire home/apt,120,1,3,0.21,1,95
LARGE APPT 4P - A’DAM CENTRE RIJKSSQR - QUIET AREA,Centrum-Oost,52.36257,4.89001,Entire home/apt,275,4,5,0.37,1,0
Amsterdam centrum,De Baarsjes - Oud-West,52.36571,4.87518,Entire home/apt,110,2,11,0.76,1,0
Bright Scandic designed apartment near the Jordaan,De Baarsjes - Oud-West,52.37219,4.860040000000001,Entire home/apt,145,3,3,0.31,1,4
Double Bedroom in nice apartment,Slotervaart,52.35553,4.82885,Private room,60,7,1,0.48,1,330
Boutique Canal Terrace Suite,Centrum-West,52.36957,4.88099,Private room,350,1,3,0.24,2,175
Apartment on the edge of the famous Jordaan,Westerpark,52.37583,4.87062,Entire home/apt,250,1,1,0.18,1,0
Cozy ground floor apartment in Jordaan,Centrum-West,52.37502,4.8773,Entire home/apt,130,2,1,0.08,1,0
Light Room in top floor of spacious house.,Bijlmer-Oost,52.31823,4.98301,Private room,50,3,10,0.72,2,0
Top-Floor panorama apartment,Oud-Noord,52.38817,4.9240699999999995,Entire home/apt,90,2,5,0.34,1,17
Lovely room in bright & feel-good apartment,Oud-Oost,52.361129999999996,4.93162,Private room,99,2,0,,2,0
Cozy apartment near the center of Amsterdam,Westerpark,52.39014,4.87649,Entire home/apt,100,2,18,1.24,1,2
"New! Beautiful large Houseboat ""AZARA""",Centrum-West,52.37908,4.88669,Entire home/apt,245,2,16,1.17,9,55
Historic canal house in the middle of De Jordaan!,Centrum-West,52.375170000000004,4.88215,Private room,275,2,36,2.84,1,58
spaceful apartment in the North of Amsterdam,Oud-Noord,52.38302,4.914540000000001,Entire home/apt,150,4,4,0.38,1,0
El cuarto,Geuzenveld - Slotermeer,52.37453,4.82832,Private room,70,2,10,0.87,3,0
Stylish and big apartment in Adam’s trendy OudWest,De Baarsjes - Oud-West,52.367509999999996,4.87407,Entire home/apt,90,3,6,0.41,1,11
private room in detached town house in Amsterdam,De Aker - Nieuw Sloten,52.341879999999996,4.81522,Private room,100,2,6,0.46,2,178
Room in cozy apartment (10 min. to centre),De Baarsjes - Oud-West,52.37365,4.8655,Private room,75,1,3,0.21,1,0
Bright apartment in quiet quarter close to Jordaan,Bos en Lommer,52.3784,4.86001,Entire home/apt,160,2,8,0.59,1,43
Private apartment right next to Westerpark!,Westerpark,52.379740000000005,4.86961,Entire home/apt,124,2,1,0.08,1,47
New-build apartment close to Rembrandtpark,Slotervaart,52.36254,4.83584,Entire home/apt,80,3,3,0.29,1,0
Nice house in the Jordaan,Centrum-West,52.380390000000006,4.88256,Entire home/apt,110,3,1,0.07,2,0
Royal Amrani house,De Pijp - Rivierenbuurt,52.35165,4.8919999999999995,Entire home/apt,250,2,23,1.64,1,107
Dutch Canal Boat,Zuid,52.34882,4.84727,Entire home/apt,149,2,19,1.5,1,156
Comfortable room in Noord Amsterdam (T),Oud-Noord,52.39423,4.92601,Private room,50,3,11,0.78,3,0
"Private renovated studio, popular district Jordaan",Centrum-West,52.3747,4.881480000000001,Private room,120,1,53,3.71,1,361
Fantastic apartment with garden in De Pijp!,De Pijp - Rivierenbuurt,52.34986,4.8929599999999995,Entire home/apt,180,3,13,1.02,1,5
Bright room with spectucalar canal view @ Jordaan,Centrum-West,52.381840000000004,4.88893,Private room,125,1,23,2.14,1,344
Appartment 10min from centre & nearby RAI (2min),De Pijp - Rivierenbuurt,52.34348,4.89227,Entire home/apt,150,2,1,0.09,1,133
